Tweet ID,Tweet URL,Tweet Type,URL
1636116393560096770,https://twitter.com/reda_getachew/status/1636116393560096770,Tweet,https://www.reuters.com/world/africa/blinken-meet-ethiopian-government-leaders-repair-ties-2023-03-15/
1622656635171733505,https://twitter.com/reda_getachew/status/1622656635171733505,Tweet,https://www.youtube.com/live/6xnSrpgjQnI?feature=share
1615431699285819394,https://twitter.com/reda_getachew/status/1615431699285819394,Tweet,https://www.ft.com/content/2f385e95-0899-403a-9e3b-ed8c24adf4e7
1597187377205628929,https://twitter.com/reda_getachew/status/1597187377205628929,Tweet,https://www.pbs.org/newshour/world/kidnappings-looting-reported-in-ethiopias-tigray-region-in-weeks-after-truce
1595867564160483328,https://twitter.com/reda_getachew/status/1595867564160483328,Tweet,https://youtu.be/ifBsFxbk-VU
1593579002349879296,https://twitter.com/reda_getachew/status/1593579002349879296,Tweet,https://youtu.be/y12cwtd7vyc
1581374623354327040,https://twitter.com/reda_getachew/status/1581374623354327040,Tweet,https://www.foreign.senate.gov/press/dem/release/chairman-menendez-statement-on-worsening-situation-in-conflict-in-northern-ethiopia
1580282140956459008,https://twitter.com/reda_getachew/status/1580282140956459008,Tweet,https://www.theguardian.com/world/2022/oct/11/eu-foreign-policy-chief-josep-borrell-says-diplomats-are-slow-ineffective-and-patronising?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter&fbclid=IwAR0bW9zXEQ17ClySDC331AUFzIPR0qSK2wQpt8OZMY_A5vhAOJizbl6hA78#Echobox=1665530232
1580261705569144833,https://twitter.com/reda_getachew/status/1580261705569144833,Tweet,https://www.state.gov/joint-statement-on-resumption-of-hostilities-in-northern-ethiopia/
1578780776052953090,https://twitter.com/reda_getachew/status/1578780776052953090,Tweet,https://www.tghat.com/2022/09/20/ethiopias-and-eritreas-apocalyptic-campaign-on-the-last-nilotic-people/?fbclid=IwAR3RGtMVYRifYXg5FdkEsx7-E3_5gZwGzFTuU7BFGHyxO0AQJSwUv081Vp4&amp=1
1577290412221468674,https://twitter.com/reda_getachew/status/1577290412221468674,Tweet,https://youtu.be/VtzFzAogmcs
1577047260554141697,https://twitter.com/reda_getachew/status/1577047260554141697,Tweet,https://youtu.be/GLuxXuN3RuQ
1575235175646367744,https://twitter.com/reda_getachew/status/1575235175646367744,Tweet,https://youtu.be/RvBMoRmyRMU
1574610664659816450,https://twitter.com/reda_getachew/status/1574610664659816450,Tweet,https://sites.tufts.edu/reinventingpeace/2022/09/26/how-the-international-community-is-betraying-tigray-and-its-principles/
1571136858259886083,https://twitter.com/reda_getachew/status/1571136858259886083,Tweet,https://youtu.be/nfwEaaxemR4
1568368995199320065,https://twitter.com/reda_getachew/status/1568368995199320065,Tweet,https://www.19fortyfive.com/2022/09/the-u-s-should-support-the-tigray-defense-forces/
1567040435129819136,https://twitter.com/reda_getachew/status/1567040435129819136,Tweet,https://www.theatlantic.com/international/archive/2022/09/eritrea-totalitarian-state-diplomatic-relations/671306/
1567018590108368900,https://twitter.com/reda_getachew/status/1567018590108368900,Tweet,https://youtu.be/gYx4e6RM77M
1565725889794547713,https://twitter.com/reda_getachew/status/1565725889794547713,Tweet,https://thebaffler.com/latest/the-despotism-of-isaias-afewerki-de-waal?fbclid=IwAR3DUS_BBNDiXMxE8v3lQzAAp6k33iMs81MlAF7iah_os2t6EUayELOF4xg
1564514531845496832,https://twitter.com/reda_getachew/status/1564514531845496832,Tweet,https://youtu.be/0_6uGAV9iIQ
1561722961966628864,https://twitter.com/reda_getachew/status/1561722961966628864,Tweet,https://www.theafricareport.com/234090/ethiopia-the-african-union-cannot-deliver-peace-to-tigray/
1560337629618622464,https://twitter.com/reda_getachew/status/1560337629618622464,Tweet,https://youtu.be/_dm3IqiNA0M
1558454976619462656,https://twitter.com/reda_getachew/status/1558454976619462656,Tweet,https://english.alarabiya.net/amp/News/world/2022/08/11/Ethiopia-government-in-direct-engagements-with-Tigray-rebels-AU-
1557841130548609036,https://twitter.com/reda_getachew/status/1557841130548609036,Reply,https://www.eeas.europa.eu/eeas/time-stop-forgotten-war-tigray_en?fbclid=IwAR1EVf9PI90ANhN4wPZj3cDLh2EktPa1q8ZmNxxKrX9Xl2vng2BJX0QBf7I&fs=e&s=cl
1555176351384084481,https://twitter.com/reda_getachew/status/1555176351384084481,Tweet,https://www.ethiopia-insight.com/2022/08/03/under-ethiopias-federal-system-western-tigray-belongs-in-tigray/
1554953831615811592,https://twitter.com/reda_getachew/status/1554953831615811592,Tweet,https://youtu.be/zWO2QTR_8B0
1550385907135561729,https://twitter.com/reda_getachew/status/1550385907135561729,Tweet,https://m.youtube.com/watch?v=ZGnx5KQsg20&feature=youtu.be
1548332023638413313,https://twitter.com/reda_getachew/status/1548332023638413313,Tweet,https://bbc.in/3PebZY2
1544049738072424452,https://twitter.com/reda_getachew/status/1544049738072424452,Tweet,https://www.consilium.europa.eu/en/press/press-releases/2022/07/04/readout-of-the-telephone-conversation-between-president-charles-michel-and-prime-minister-of-ethiopia-abiy-ahmed/
1543585444604137474,https://twitter.com/reda_getachew/status/1543585444604137474,Tweet,https://www.arte.tv/fr/videos/109207-000-A/ethiopie-tigre-au-pays-de-la-faim/
1539624424386793475,https://twitter.com/reda_getachew/status/1539624424386793475,Tweet,https://youtu.be/r4SZrOPgM-A
1539590302767497218,https://twitter.com/reda_getachew/status/1539590302767497218,Tweet,https://youtu.be/2_sQKuP3oho
1538265096669081600,https://twitter.com/reda_getachew/status/1538265096669081600,Tweet,https://www.hrw.org/news/2022/06/17/eu-should-press-ethiopia-tangible-rights-progress
1532345018136297472,https://twitter.com/reda_getachew/status/1532345018136297472,Tweet,https://www.foreignaffairs.com/articles/ethiopia/2022-06-02/ethiopias-invisible-ethnic-cleansing?fbclid=IwAR1AlNi4bXLhvvMVADTlXjk6NaUsqKdjpKWF73z8LCTwaTXvm0EcbHidLdo
1530189281175781378,https://twitter.com/reda_getachew/status/1530189281175781378,Tweet,https://au.int/en/newsevents/20220526/african-union-extraordinary-humanitarian-summit-and-pledging-conference
1520187306942115846,https://twitter.com/reda_getachew/status/1520187306942115846,Tweet,https://www.state.gov/building-on-steps-to-end-the-conflict-in-ethiopia/
1520128151183142912,https://twitter.com/reda_getachew/status/1520128151183142912,Tweet,https://sherman.house.gov/media-center/press-releases/sherman-declines-invitation-to-co-host-ethiopian-finance-minister?fbclid=IwAR1VqTJGShyEtNFJZqN4pSAgeY-ib0ADWy3QCR17Uaw1tic0QqLV8UkbfHU
1518211541014925312,https://twitter.com/reda_getachew/status/1518211541014925312,Tweet,https://www.usaid.gov/news-information/press-releases/apr-23-2022-administrator-samantha-power-meets-ethiopian-minister-finance
1515204879077318662,https://twitter.com/reda_getachew/status/1515204879077318662,Tweet,https://www.state.gov/delivery-of-humanitarian-assistance-in-tigray/
1512553323576143880,https://twitter.com/reda_getachew/status/1512553323576143880,Tweet,https://www.state.gov/reports-of-mass-atrocities-in-western-tigray/
1511568310684594177,https://twitter.com/reda_getachew/status/1511568310684594177,Tweet,https://www.amnesty.org/en/wp-content/uploads/2022/04/AFR2554492022ENGLISH.pdf
1506727697678049285,https://twitter.com/reda_getachew/status/1506727697678049285,Tweet,https://foreignpolicy.com/2022/03/23/ethiopia-tigray-russia-ukraine-abiy-putin-human-rights-abuses/
1504931738908246019,https://twitter.com/reda_getachew/status/1504931738908246019,Tweet,https://fb.watch/bQIuoZY-Sz/
1504452697516298246,https://twitter.com/reda_getachew/status/1504452697516298246,Tweet,https://www.nytimes.com/2022/03/17/world/africa/ethiopia-tigray-aid-workers-killed.html
1503654720459657219,https://twitter.com/reda_getachew/status/1503654720459657219,Tweet,https://www.theafricareport.com/183840/ethiopia-isaias-afewerki-and-abiy-ahmed-through-the-prism-of-the-ukraine-conflict/?utm_source=twitter.com&utm_campaign=post_articles_twitter_15_03_2022&utm_medium=social
1503099338091806738,https://twitter.com/reda_getachew/status/1503099338091806738,Tweet,https://ehrc.org/%e1%89%a4%e1%8a%92%e1%88%bb%e1%8a%95%e1%8c%89%e1%88%8d-%e1%8c%89%e1%88%99%e1%8b%9d-%e1%8a%ad%e1%88%8d%e1%88%8d%e1%8d%a1-%e1%89%a0%e1%88%98%e1%8a%95%e1%8c%8d%e1%88%a5%e1%89%b5-%e1%8b%a8%e1%8d%80/?fbclid=IwAR1nPhNz8U6hRTZ9-dOIGUekePYf5sJeUbNIWGtKzzuFyjv3n_qoxzea67Q
1492494400202625031,https://twitter.com/reda_getachew/status/1492494400202625031,Tweet,https://www.ethiopia-insight.com/2022/02/11/diary-of-an-arbitrary-detention-in-ethiopia/
1489352366730141697,https://twitter.com/reda_getachew/status/1489352366730141697,Tweet,https://fb.watch/aY18vAAcNY/
1486521188515909634,https://twitter.com/reda_getachew/status/1486521188515909634,Tweet,https://www.ethiopia-insight.com/2022/01/26/data-shows-siege-and-destruction-of-health-system-are-causing-preventable-deaths-in-tigray/
1484182722054475788,https://twitter.com/reda_getachew/status/1484182722054475788,Tweet,https://www.theafricareport.com/168873/ethiopia-to-achieve-peace-take-eritrea-out-of-the-game/?fbclid=IwAR3A5mIVAiwe091xg9y64_1M0hi5kPU8zI_52bgtcHY9N-MDXhrLnuLY2Mg
1478652803086229504,https://twitter.com/reda_getachew/status/1478652803086229504,Tweet,https://www.reuters.com/business/healthcare-pharmaceuticals/doctors-say-lives-are-lost-hospitals-ethiopias-tigray-due-dwindling-supplies-2022-01-05/
1473279685647908865,https://twitter.com/reda_getachew/status/1473279685647908865,Tweet,https://www.theafricareport.com/159247/ethiopia-un-commission-is-a-victory-for-the-cause-of-justice-and-accountability/
1473029161002409984,https://twitter.com/reda_getachew/status/1473029161002409984,Tweet,https://archive.vn/2021.12.20-181843/https://www.nytimes.com/2021/12/20/world/africa/drones-ethiopia-war-turkey-emirates.html?s=04
1471457425089773570,https://twitter.com/reda_getachew/status/1471457425089773570,Tweet,https://www.amnesty.org/en/latest/news/2021/12/ethiopia-new-wave-of-atrocities-in-western-tigray/
1471212110713692162,https://twitter.com/reda_getachew/status/1471212110713692162,Tweet,https://www.nytimes.com/2021/12/15/world/africa/ethiopia-abiy-ahmed-nobel-war.html
1469402431259881476,https://twitter.com/reda_getachew/status/1469402431259881476,Tweet,https://martinplaut.com/
1458178222038953984,https://twitter.com/reda_getachew/status/1458178222038953984,Tweet,https://www.theafricareport.com/135763/ethiopia-tigray-a-balanced-approach-to-abiys-medieval-war-makes-a-mockery-of-justice/
1458118888298852359,https://twitter.com/reda_getachew/status/1458118888298852359,Tweet,https://we.tl/t-T0DB0rZ1YP
1458061094816190464,https://twitter.com/reda_getachew/status/1458061094816190464,Tweet,https://www.bbc.co.uk/sounds/play/p0b31kfb
1456955608150781957,https://twitter.com/reda_getachew/status/1456955608150781957,Tweet,https://www.reuters.com/article/factcheck-ethiopia-conflict/fact-check-screenshot-of-alleged-tweet-from-ethiopias-rebel-spokesman-is-fake-idUSL1N2RW1YJ?fbclid=IwAR38CJHmWZWfzOV7MCLCklTb-8VSJSdnp72NeClk422wythLjGHRdJZkx1M
1456323373789851649,https://twitter.com/reda_getachew/status/1456323373789851649,Tweet,https://we.tl/t-beHi0vYugr
1453623483703906304,https://twitter.com/reda_getachew/status/1453623483703906304,Tweet,https://youtu.be/DNsYf07DVTQ
1453387716041875465,https://twitter.com/reda_getachew/status/1453387716041875465,Tweet,https://fb.watch/8VbsThFROt/
1452492582538334216,https://twitter.com/reda_getachew/status/1452492582538334216,Tweet,https://www.bbc.co.uk/sounds/play/w172xv5c54pf73w
1451559470941749251,https://twitter.com/reda_getachew/status/1451559470941749251,Tweet,https://youtu.be/IhzLsUK-4i4
1450552366390988805,https://twitter.com/reda_getachew/status/1450552366390988805,Tweet,https://www.bbc.co.uk/sounds/play/w172xwp5hhxh7l1
1448639649778262029,https://twitter.com/reda_getachew/status/1448639649778262029,Tweet,https://www.theafricareport.com/135763/ethiopia-tigray-a-balanced-approach-to-abiys-medieval-war-makes-a-mockery-of-justice/
1445623252399927296,https://twitter.com/reda_getachew/status/1445623252399927296,Tweet,https://www.cnn.com/2021/10/06/africa/ethiopian-airlines-investigation-tigray-war-intl-cmd/index.html
1445336863934406656,https://twitter.com/reda_getachew/status/1445336863934406656,Tweet,https://todaynewsafrica.com/amid-tigray-famine-ethiopias-abiy-ahmed-is-holding-lavish-celebration-to-inaugurate-new-government-on-a-scale-not-seen-since-the-coronation-of-emperor-haile-selassie-almost-one-hundred-years-ago/
1443586361252974596,https://twitter.com/reda_getachew/status/1443586361252974596,Tweet,https://www.facebook.com/541629952535552/posts/4849119738453197/?d=n
1443307012947914753,https://twitter.com/reda_getachew/status/1443307012947914753,Tweet,https://apnews.com/article/africa-health-united-nations-only-on-ap-famine-a2b1639797c2a31973ce12985d82b865
1442947982744162304,https://twitter.com/reda_getachew/status/1442947982744162304,Tweet,https://www.reuters.com/world/africa/un-aid-chief-ethiopia-famine-tigray-get-those-trucks-moving-2021-09-28/
1439095988908666880,https://twitter.com/reda_getachew/status/1439095988908666880,Tweet,https://www.whitehouse.gov/briefing-room/statements-releases/2021/09/17/statement-by-president-joseph-r-biden-jr-on-the-executive-order-regarding-the-crisis-in-ethiopia/
1437408462141595649,https://twitter.com/reda_getachew/status/1437408462141595649,Tweet,https://youtu.be/YH45US3Eaas
1429922509143646212,https://twitter.com/reda_getachew/status/1429922509143646212,Tweet,https://home.treasury.gov/policy-issues/financial-sanctions/recent-actions/20210823
1426072698732654597,https://twitter.com/reda_getachew/status/1426072698732654597,Tweet,https://www.bbc.co.uk/sounds/play/w3ct1n1k
1426064817102721031,https://twitter.com/reda_getachew/status/1426064817102721031,Tweet,https://www.bbc.co.uk/iplayer/episode/m000xs7g/hardtalk-getachew-reda-spokesperson-for-the-tigray-peoples-liberation-front
1424759416453275652,https://twitter.com/reda_getachew/status/1424759416453275652,Tweet,https://www.unicef.org/press-releases/statement-unicef-executive-director-henrietta-fore-reported-killing-hundreds
1322950933572177926,https://twitter.com/reda_getachew/status/1322950933572177926,Tweet,https://www.ethiopianreporter.com/article/20312
1322044640154079232,https://twitter.com/reda_getachew/status/1322044640154079232,Tweet,https://youtu.be/KjtWMz3xEjY
